distance_sq, {'meter': 2.0}
roll*, {'radian': 1.0}
time_diff, {'second': 1.0}
lastTime, {'second': 1.0}
delay, {'second': 1.0}
qw, {'quaternion': 1.0}
an1, {'radian': 1.0}
angle_max, {'radian': 1.0}
prev_time, {'second': 1.0}
myLineAngle, {'radian': 1.0}
control_msg_.header.stamp, {'second': 1.0}
info.header.stamp, {'second': 1.0}
v, {'meter': 1.0}
z_prev, {'meter': 1.0}
eth, {'radian': 1.0}
q_s0_ctr, {'radian': 1.0}
px, {'meter': 1.0}
elapsed, {'second': 1.0}
det, {'meter': 2.0}
pitch, {'radian': 1.0}
floor_msg.header.stamp, {'second': 1.0}
phi, {'radian': 1.0}
goalNewPushPose.target_pose.pose.orientation, {'quaternion': 1.0}
msg_v_att.rollspeed, {'second': -1.0}
timer, {'second': 1.0}
elapsedTimeIrDepth, {'second': 1.0}
a1, {'second': 1.0}
cam_height, {'meter': 1.0}
myLineAngle, {'radian': 1.0}
pub_msg.clock, {'second': 1.0}
theta, {'radian': 1.0}
fix_msg.header.stamp, {'second': 1.0}
delta_rot2_noise, {'radian': 1.0}
si, {'radian': 1.0}
dT, {'second': 1.0}
ts, {'second': 1.0}
A, {'second': -1.0}
startTime, {'second': 1.0}
linear_vel, {'second': -1.0, 'meter': 1.0}
Trajectory::value_type::first_new_time, {'second': 1.0}
dist, {'meter': 1.0}
va, {'second': -1.0}
msg.window_start, {'second': 1.0}
info.header.stamp, {'second': 1.0}
translation_bC, {'meter': 1.0}
wy, {'meter': 1.0}
velocity_data.header.stamp, {'second': 1.0}
navdata_games_msg.header.stamp, {'second': 1.0}
movement_direction.data, {'meter': 1.0}
alpha, {'radian': 1.0}
sec, {'second': 1.0}
time, {'second': 1.0}
a, {'meter': 1.0}
Vx_t, {'second': -1.0, 'meter': 1.0}
rot2, {'radian': 1.0}
h2, {'second': 1.0}
orient, {'radian': 1.0}
orientation_w_, {'quaternion': 1.0}
scan_time, {'second': 1.0}
x_desired, {'meter': 1.0}
v, {'radian': 1.0}
theta, {'radian': 1.0}
right_y_tmp, {'meter': 1.0}
roll, {'radian': 1.0}
pos_err, {'meter': 1.0}
c, {'meter': 2.0}
npc1NodeX, {'meter': 1.0}
time2, {'second': 1.0}
prev_time, {'second': 1.0}
y_des, {'meter': 1.0}
rad, {'radian': 1.0}
timestamp, {'second': 1.0}
mag_msg.header.stamp, {'second': 1.0}
magnet_orientation, {'radian': 1.0}
displayed_range, {'meter': 1.0}
dot_prod, {'meter': 2.0}
delta_rot1_noise, {'radian': 1.0}
des_state_x_, {'meter': 1.0}
psi_ref, {'second': 1.0}
dt, {'second': 1.0}
pitch, {'radian': 1.0}
m_alpha, {'radian': 1.0}
roll*, {'radian': 1.0}
x, {'meter': 1.0}
yaw, {'radian': 1.0}
imuVeloZCur, {'second': 1.0}
angle_x, {'radian': 1.0}
elapsed, {'second': 1.0}
dx, {'second': -1.0, 'meter': 1.0}
delta, {'radian': 1.0}
max_angle, {'radian': 1.0}
angle, {'radian': 1.0}
state.positionErrorIntegral, {'second': 1.0}
refOmegaL, {'second': -1.0, 'meter': 1.0}
mu, {'meter': 1.0}
period, {'second': 1.0}
x, {'quaternion': 1.0}
og_msg.center.x, {'meter': 1.0}
a, {'radian': 1.0}
up_y, {'meter': 1.0}
u, {'radian': 1.0}
m_thrust, {'second': 1.0}
latitude, {'degree_360': 1.0}
msg.header.stamp, {'second': 1.0}
grayImage_.header.stamp, {'second': 1.0}
rdr, {'second': -1.0}
v, {'meter': 1.0}
th, {'radian': 1.0}
t2, {'second': 1.0}
t, {'second': 1.0}
max_disparity, {'meter': 1.0}
rightmostDis, {'meter': 1.0}
yr, {'second': 1.0}
velocidad_lineal_x, {'second': -1.0}
e, {'second': -2.0, 'kilogram': 1.0, 'meter': 1.0}
float_msg.data, {'meter': 1.0}
min_delta_, {'second': 1.0}
cinfo_msg_vert.header.stamp, {'second': 1.0}
SumCJ23, {'radian': -1.0}
T, {'second': 1.0}
A, {'second': -1.0}
delta_rot2_noise, {'radian': 1.0}
alpha, {'radian': 1.0}
t, {'second': 1.0}
dt, {'second': 1.0}
lTheta, {'radian': 1.0}
V_inv, {'radian': -1.0}
rot_, {'second': -1.0}
arrival_time_sec, {'second': 1.0}
delta, {'radian': 1.0}
diff_time, {'second': 1.0}
yaw, {'radian': 1.0}
start_y, {'meter': 1.0}
dx, {'meter': 1.0}
theta16s, {'radian': 1.0}
x_, {'meter': 1.0}
ty, {'meter': 1.0}
x_flag_prev, {'meter': 1.0}
th, {'second': 1.0}
temp, {'second': -1.0, 'meter': 1.0}
currentAcceleration, {'second': -2.0, 'meter': 1.0}
q0_vel, {'second': -1.0}
motion.x, {'second': -1.0, 'meter': 1.0}
a_yz, {'meter': 2.0}
cinfo_msg_hori.header.stamp, {'second': 1.0}
oy, {'quaternion': 1.0}
deltaD, {'radian': 1.0}
wpy, {'meter': 1.0}
dx, {'meter': 1.0}
myLineAngle, {'radian': 1.0}
image.header.stamp, {'second': 1.0}
theta_diff_term, {'radian': 1.0}
x, {'second': 1.0}
accum_y, {'second': -1.0}
opp, {'meter': 1.0}
z_offset, {'meter': 1.0}
retval.theta, {'radian': 1.0}
dUl, {'second': -1.0}
delta.theta, {'radian': 1.0}
y, {'meter': 1.0}
start_orient, {'radian': 1.0}
x_corner, {'meter': 1.0}
rad_left, {'second': -1.0}
effort_cmd_srv_msg.request.duration, {'second': 1.0}
det, {'meter': 2.0}
a, {'quaternion': 1.0}
error, {'second': 1.0}
dx, {'meter': 1.0}
delta, {'radian': 1.0}
srv.request.start.pose.position.x, {'meter': 1.0}
dist_x, {'meter': 1.0}
dist, {'meter': 1.0}
range_max, {'meter': 1.0}
odom_angularVelocity, {'second': -1.0}
v, {'second': -1.0, 'meter': 1.0}
left_goal.trajectory.header.stamp, {'second': 1.0}
orientation_diff_y_, {'quaternion': 1.0}
y, {'meter': 1.0}
msg_v_att.rollspeed, {'second': -1.0}
fPitch, {'radian': 1.0}
lon_rad, {'radian': 1.0}
omega, {'radian': 1.0}
start_time, {'second': 1.0}
image.header.stamp, {'second': 1.0}
roll, {'radian': 1.0}
delta, {'radian': 1.0}
phi, {'radian': 1.0}
actual_pos_tilt_, {'second': 1.0}
head_x_diff, {'meter': 1.0}
msg.header.stamp, {'second': 1.0}
angle_y*, {'radian': 1.0}
acc_with_transmission, {'second': 2.0}
v, {'meter': 1.0}
q.x, {'quaternion': 1.0}
prop_lat_rad, {'degree_360': 1.0}
prev_pos_, {'meter': 1.0}
diff, {'meter': 1.0}
delta.theta, {'radian': 1.0}
y_quater, {'quaternion': 1.0}
thisNow, {'second': 1.0}
flow_x_ang, {'radian': 1.0}
front_distance_, {'meter': 1.0}
p, {'radian': 1.0}
max_disparity, {'meter': 1.0}
y2, {'meter': 1.0}
u*, {'radian': 1.0}
pos_z, {'meter': 1.0}
t0_, {'second': 1.0}
left_shoulder_angle_roll, {'radian': 1.0}
cmdTranslation, {'second': -1.0, 'meter': 1.0}
lastScanTime, {'second': 1.0}
navdata_raw_measures_msg.header.stamp, {'second': 1.0}
delta_t, {'second': 1.0}
angleMin, {'radian': 1.0}
theta2, {'radian': 1.0}
marker_x_, {'meter': 1.0}
pret.theta, {'radian': 1.0}
dy, {'meter': 1.0}
dalpha, {'radian': 1.0}
a1, {'second': 1.0}
w_, {'second': -1.0}
index_entry.time, {'second': 1.0}
np2.x, {'meter': -1.0}
bcx, {'meter': 1.0}
trip_len, {'meter': 1.0}
dt, {'second': 1.0}
cmd_, {'second': -1.0}
delta_th, {'second': 1.0}
disable_indicator, {'second': -1.0, 'meter': 1.0}
time_of_toggle, {'second': 1.0}
d_error_, {'second': -1.0}
wr, {'second': -1.0}
lon, {'radian': 1.0}
current_pos_cartesian_y, {'meter': 1.0}
now, {'second': 1.0}
min_pos, {'second': 1.0}
gripper_desired_roll, {'radian': 1.0}
scan_duration, {'second': 1.0}
time_now, {'second': 1.0}
a, {'radian': 1.0}
robot_altitude, {'meter': 1.0}
x, {'second': 1.0}
odom_y_, {'meter': 1.0}
hmd_msg.header.stamp, {'second': 1.0}
timeStart, {'second': 1.0}
angle2, {'radian': 1.0}
dist, {'meter': 1.0}
angle_x, {'radian': 1.0}
velAngularWheelL_msg.data, {'second': -1.0, 'meter': 1.0}
begin, {'second': 1.0}
c, {'radian': 1.0}
camera_info.header.stamp, {'second': 1.0}
perr, {'meter': 1.0}
diagDuration, {'second': 1.0}
z_imu, {'quaternion': 1.0}
th, {'second': 1.0, 'meter': 1.0}
alpha, {'radian': 1.0}
robVel_, {'second': -1.0, 'meter': 1.0}
segStartTime, {'second': 1.0}
startX, {'meter': 1.0}
ugv_pose_x, {'meter': 1.0}
val, {'radian': 1.0}
absoluteAngle.x, {'radian': 1.0}
yaw, {'radian': 1.0}
angulo, {'radian': 1.0}
outputBogieAngle.header.stamp, {'second': 1.0}
vth, {'meter': 1.0}
theta, {'radian': 1.0}
pt, {'meter': 1.0}
y, {'second': 1.0}
wpy, {'meter': 1.0}
obsThetaMax, {'radian': 1.0}
pitch*, {'radian': 1.0}
x_proj, {'meter': 1.0}
linearAcceleration.x, {'second': -2.0, 'meter': 1.0}
z, {'quaternion': 1.0}
y1, {'meter': 1.0}
elapsed, {'second': 1.0}
y, {'meter': 1.0}
cmdR.commanded_velocity, {'second': -1.0}
zvel, {'second': -1.0, 'meter': 1.0}
gap, {'second': 1.0}
A, {'second': -1.0}
alpha, {'radian': 1.0}
linear_x, {'second': -1.0, 'meter': 1.0}
std_dev_backward, {'radian': 2.0}
acy, {'meter': 1.0}
dist, {'meter': 1.0}
q2, {'quaternion': 1.0}
theta, {'radian': 1.0}
imuVeloXStart, {'second': 1.0}
angle, {'radian': 1.0}
smallestX, {'meter': 1.0}
time_now, {'second': 1.0}
dist, {'meter': 1.0}
theta_v, {'radian': 1.0}
quat_w, {'quaternion': 1.0}
__ros_log_stream_throttle__last_hit__, {'second': 1.0}
destY, {'meter': 1.0}
sl, {'second': -1.0}
e2, {'quaternion': 1.0}
a, {'meter': 1.0}
dx, {'meter': 1.0}
dx, {'meter': 1.0}
error, {'radian': 1.0}
poseSysId.x, {'meter': 1.0}
thrust_ref, {'quaternion': 1.0}
t2, {'radian': 1.0}
u1, {'second': -1.0, 'meter': 1.0}
elapsed, {'second': 1.0}
v1, {'radian': 1.0}
new_traj, {'second': 1.0}
goal_y, {'meter': 1.0}
xlast, {'meter': 1.0}
y, {'meter': 1.0}
bestLikelihood, {'meter': 2.0}
distance, {'meter': 1.0}
x, {'second': 2.0}
soln1, {'radian': 1.0}
avg_angle, {'radian': 1.0}
CamY, {'meter': 1.0}
center_x, {'meter': 1.0}
sum_x_cloud_points_l, {'meter': 1.0}
x_vel, {'meter': 1.0}
t_subgoal, {'second': 1.0}
theta, {'second': -1.0}
pan_pos, {'radian': 1.0}
timeLast, {'second': 1.0}
ang_diff, {'radian': 1.0}
ang_vel_z_, {'second': -1.0}
error_x, {'meter': 1.0}
out.stamp_, {'second': 1.0}
ez, {'meter': 1.0}
theta_tar, {'radian': 1.0}
max_allowed_trip_time, {'second': 1.0}
window, {'second': 1.0}
delta_rot2, {'radian': 1.0}
distance, {'meter': 1.0}
lin_acc_y_, {'second': -2.0, 'meter': 1.0}
angle_xz, {'radian': 1.0}
beta, {'radian': 1.0}
y_end, {'meter': 1.0}
sum_position, {'meter': 0.5}
ca, {'radian': 1.0}
pos_mm, {'meter': 1.0}
mean_y, {'meter': 1.0}
delta, {'radian': 1.0}
psi, {'radian': 1.0}
tilt_err, {'radian': 1.0}
z_angle, {'radian': 1.0}
q_s0_ctr, {'radian': 1.0}
theta, {'radian': 1.0}
val, {'radian': 1.0}
theta_horiz1, {'radian': 1.0}
quat_z, {'quaternion': 1.0}
delta, {'radian': 1.0}
dt, {'second': 1.0}
x, {'meter': 1.0}
zVel, {'second': -1.0}
sqr_dist, {'meter': 2.0}
angle_z, {'radian': 1.0}
rateRotInc, {'radian': -1.0}
dy, {'meter': 1.0}
vr, {'second': -1.0, 'meter': 1.0}
bcy, {'meter': 1.0}
fovis_info_msg.runtime, {'second': 1.0}
delta_rot2_hat, {'radian': 1.0}
W_Planner, {'second': -1.0}
obst_dy, {'meter': 1.0}
x, {'meter': 1.0}
delta_rot1_noise, {'radian': 1.0}
current_pos_data.x, {'meter': 1.0}
rpy, {'radian': 1.0}
pos_rm, {'meter': 1.0}
error_magnitude, {'meter': 1.0}
x1, {'meter': 1.0}
delta_time, {'second': 1.0}
guidance_IMU_rotation_y, {'quaternion': 1.0}
dur, {'second': 1.0}
posNew, {'meter': 1.0}
y_odom_pose, {'meter': 1.0}
Steer_Obstacle, {'meter': -1.0}
aes25_msg.steering_angle, {'radian': 1.0}
y, {'meter': 1.0}
q1b, {'radian': 1.0}
marker_y_, {'meter': 1.0}
orient, {'radian': 1.0}
delta_th, {'second': 1.0}
angular_velocity, {'second': -1.0}
mag_msg.header.stamp, {'second': 1.0}
h1, {'second': 1.0}
altitude, {'meter': 1.0}
current_time, {'second': 1.0}
joint1, {'radian': 1.0}
roll*, {'radian': 1.0}
dy, {'meter': 1.0}
P_cw, {'meter': 1.0}
__ros_log_stream_throttle__last_hit__, {'second': 1.0}
tf_y, {'meter': 1.0}
alpha, {'radian': 1.0}
push_angle_world_frame, {'radian': 1.0}
y_des, {'meter': 1.0}
distance, {'meter': 2.0}
delta_rot1_hat, {'radian': 1.0}
image_msg.header.stamp, {'second': 1.0}
am2, {'second': -2.0, 'meter': 1.0}
rightWheel, {'second': -1.0}
batLevel.data, {'second': 1.0}
dy, {'meter': 1.0}
theta, {'radian': 1.0}
th_dot, {'second': -1.0}
maximum_lookahead_distance, {'second': -1.0, 'meter': 1.0}
y, {'meter': 1.0}
dex, {'meter': 1.0}
y2dot, {'second': -1.0}
th2, {'radian': 1.0}
v_right, {'second': -1.0, 'meter': 1.0}
y, {'meter': 1.0}
displacement, {'second': 1.0}
now, {'second': 1.0}
bank, {'radian': 1.0}
updateRateHZ, {'second': -1.0}
v1_x, {'meter': 1.0}
rel_pitch, {'radian': 1.0}
q3, {'quaternion': 1.0}
alt_vel_err, {'second': -1.0, 'meter': 1.0}
v2, {'radian': 1.0}
c, {'radian': 1.0}
rollControlGain, {'second': -1.0, 'meter': 1.0}
diff_y, {'meter': 1.0}
x_diff, {'meter': 1.0}
m_out.vx, {'second': -1.0, 'meter': 1.0}
camera, {'meter': 1.0}
qx, {'quaternion': 1.0}
dt, {'second': 1.0}
angle, {'radian': 1.0}
start_y, {'meter': 1.0}
grappler_readings_msg_.stamp, {'second': 1.0}
theta6, {'radian': 1.0}
t_no_acc, {'meter': 1.0}
ux_XY, {'meter': 1.0}
delta_rot1_noise, {'radian': 1.0}
angular_dist, {'radian': 1.0}
out_msg.header.stamp, {'second': 1.0}
angle, {'radian': 1.0}
myLineAngle, {'radian': 1.0}
sq_dist, {'meter': 2.0}
alpha, {'radian': 1.0}
tr_traj_point.velocity.linear.x, {'second': -1.0, 'meter': 1.0}
t, {'second': 1.0}
msg.header.stamp, {'second': 1.0}
frame.header.stamp, {'second': 1.0}
delta, {'radian': 1.0}
yaw, {'radian': 1.0}
base_vel_y, {'meter': 1.0}
psit, {'radian': 1.0}
x_start, {'meter': 1.0}
myLineAngle, {'radian': 1.0}
window, {'second': 1.0}
gradB, {'meter': 2.0}
linear_x, {'second': -1.0, 'meter': 1.0}
startAngle_rad, {'radian': 1.0}
range, {'meter': 1.0}
delta, {'radian': 1.0}
max_range, {'meter': 1.0}
object_msg.closest_object_distance_right, {'meter': 1.0}
dy, {'meter': 1.0}
closest, {'meter': 1.0}
q_s0, {'radian': 1.0}
IKCoxaAngle, {'radian': 1.0}
a1, {'radian': 1.0}
acceleration, {'second': -1.0}
theta, {'radian': 1.0}
msg.time_stamp, {'second': 1.0}
angle, {'radian': 1.0}
r_y, {'meter': 1.0}
target_angular, {'second': -1.0, 'meter': 1.0}
right_z, {'meter': 1.0}
delta_rot2_noise, {'radian': 1.0}
angle1, {'radian': 1.0}
straight_dist, {'meter': 1.0}
Y2, {'meter': 2.0}
yDirToGoal, {'meter': 1.0}
x, {'meter': 1.0}
current_time, {'second': 1.0}
range_cutoff, {'meter': 1.0}
angle, {'radian': 1.0}
zDiff, {'meter': 1.0}
x, {'meter': 1.0}
dt, {'second': 1.0}
omega, {'second': -1.0}
az, {'radian': 1.0}
locate, {'meter': 1.0}
spin, {'second': -1.0}
v4x, {'second': -1.0}
target, {'meter': 1.0}
dalpha, {'radian': 1.0}
pitch*, {'radian': 1.0}
IKTibiaAngle, {'radian': 1.0}
angleOfPersonRadiansRaw, {'radian': 1.0}
t, {'second': 1.0}
dist_moved, {'meter': 1.0}
range_max_, {'meter': 1.0}
dt, {'second': 1.0}
best_value, {'meter': 1.0}
target_linear_vel, {'second': -1.0, 'meter': 1.0}
obstacle3_angle, {'radian': 1.0}
angle_y, {'radian': 1.0}
smallest, {'meter': 1.0}
v3x, {'second': -1.0}
a, {'meter': 1.0}
msg.header.stamp, {'second': 1.0}
trip_dist_err, {'meter': 1.0}
drectrake, {'second': -1.0}
delta_angular, {'second': -1.0}
ans.pitch, {'radian': 1.0}
pub_msg.clock, {'second': 1.0}
perp_dot, {'meter': 2.0}
accel_bias_msg.header.stamp, {'second': 1.0}
delta_y, {'second': 1.0}
x, {'meter': 1.0}
delta_rot1, {'radian': 1.0}
dx, {'second': 1.0}
odomPose.x, {'meter': 1.0}
pos, {'radian': 1.0}
vp, {'second': -1.0}
Alt_mav, {'meter': 1.0}
y_end, {'meter': 1.0}
last_hit, {'second': 1.0}
initialTime, {'second': 1.0}
forward_speed, {'second': -1.0, 'meter': 1.0}
cart_result_.computed_arrival_time, {'second': 1.0}
robot_altitude, {'meter': 1.0}
qy, {'quaternion': 1.0}
diffRoll, {'radian': 1.0}
m_angularDistance, {'radian': 1.0}
s, {'second': -1.0}
velocity_sway_, {'second': -2.0, 'meter': 1.0}
yR, {'meter': 1.0}
min_range, {'meter': 1.0}
start, {'second': 1.0}
updateRateNSec, {'second': 1.0}
pre_angle_xz, {'radian': 1.0}
delta.theta, {'radian': 1.0}
utm_msg.header.stamp, {'second': 1.0}
rp, {'radian': 1.0}
ee_ft, {'second': -2.0, 'kilogram': 1.0, 'meter': 1.0}
Q_cw_new, {'second': 1.0}
zVel, {'second': -1.0}
phi, {'radian': 1.0}
last_hit, {'second': 1.0}
pre_y, {'meter': 1.0}
Vx_error_old, {'second': -1.0, 'meter': 1.0}
robotY, {'meter': 1.0}
dt, {'second': 1.0}
pitch, {'radian': 1.0}
delta, {'radian': 1.0}
tilt, {'radian': 1.0}
x, {'meter': 1.0}
displayed_range, {'meter': 1.0}
msg.data, {'second': -1.0, 'meter': 1.0}
frontMaxDistance, {'meter': 1.0}
r, {'radian': 1.0}
vel_desi, {'radian': 1.0}
y_end, {'meter': 1.0}
b_l_k_kminus1, {'meter': 1.0}
dy, {'meter': 1.0}
goal_orient, {'radian': 1.0}
diff_sec, {'second': 1.0}
initial_b_l, {'meter': 1.0}
odom_vel_, {'second': -1.0, 'meter': 1.0}
v_ideal, {'second': -2.0, 'kilogram': 1.0, 'meter': 1.0}
longitude, {'radian': 1.0}
pitch_, {'radian': 1.0}
dDdy, {'meter': -3.0}
wpx, {'meter': 1.0}
angle, {'radian': 1.0}
ekf_time_begin_, {'second': 1.0}
t_cruise, {'meter': 1.0}
ping_dist_in_front_, {'meter': 1.0}
prev_time, {'second': 1.0}
rad, {'radian': 1.0}
teta, {'radian': 1.0}
delta_rot2_hat, {'radian': 1.0}
last_goal_starting_time_, {'second': 1.0}
va, {'second': -1.0}
sensorOffset.translation.x, {'meter': 1.0}
dx, {'meter': 1.0}
thetad_old, {'radian': 1.0}
pipelineData_.stamp, {'second': 1.0}
vx, {'second': -1.0, 'meter': 1.0}
alpha, {'radian': 1.0}
delta, {'radian': 1.0}
neck_pan_angle_, {'radian': 1.0}
psi_low_b, {'radian': 1.0}
oldRange, {'meter': 1.0}
max_diff, {'second': 1.0}
lastTimeStamp, {'second': 1.0}
base_range, {'meter': 1.0}
test, {'meter': 1.0}
grid.info.origin.position.x, {'meter': 1.0}
goal_angle, {'radian': 1.0}
i, {'second': 1.0}
avx, {'second': -1.0}
cma_lin_v, {'second': -1.0, 'meter': 1.0}
obsAbsA, {'radian': 1.0}
bcy, {'meter': 1.0}
setpoint_.data, {'radian': 1.0}
dx, {'meter': 1.0}
residuals, {'radian': 1.0}
teta, {'radian': 1.0}
x, {'meter': 1.0}
dist, {'meter': 1.0}
z_rate, {'second': -1.0}
right_y_tmp, {'meter': 1.0}
a1, {'second': 1.0}
now, {'second': 1.0}
val, {'radian': 1.0}
updated_camera_pose.position.x, {'meter': 1.0}
dz, {'meter': 1.0}
y2, {'meter': 2.0}
int_marker.pose.position.x, {'meter': 1.0}
quat_w, {'quaternion': 1.0}
Vs_t, {'second': -1.0, 'meter': 1.0}
goal_origin, {'meter': 1.0}
error_v, {'second': -1.0, 'meter': 1.0}
va, {'second': -1.0}
v, {'meter': 1.0}
co.header.stamp, {'second': 1.0}
myLineAngle, {'radian': 1.0}
avg_error_correct_val_or_, {'second': 1.0}
leftWheel, {'second': -1.0}
dy, {'meter': 1.0}
delta_y, {'meter': 1.0}
mean.theta, {'radian': 1.0}
delta_z, {'meter': 1.0}
local_min_angle_y, {'radian': 1.0}
radius, {'second': 1.0}
x71, {'radian': 1.0}
sx, {'meter': 1.0}
v1y, {'second': -1.0}
yaw*, {'radian': 1.0}
odom_angularVelocity, {'second': -1.0}
rzRec, {'second': -1.0}
rotational_velocity, {'second': -1.0}
msg_v_att.rollspeed, {'second': -1.0}
y, {'radian': 1.0}
ir_plane, {'meter': 1.0}
x, {'second': 1.0}
y_desired, {'meter': 1.0}
pose_y_, {'meter': 1.0}
OM_GLOB, {'meter': 1.0}
ang, {'radian': 1.0}
y, {'second': -1.0, 'meter': 1.0}
bin.sum, {'meter': 1.0}
ang_vel_x_, {'second': -1.0}
message_duration, {'second': 1.0}
z, {'meter': 1.0}
oy, {'radian': 1.0}
vz, {'second': -1.0, 'meter': 1.0}
theta, {'radian': 1.0}
current_x, {'meter': 1.0}
Q_dw_new, {'second': 1.0}
angle, {'radian': 1.0}
vec, {'meter': 1.0}
sonar_8, {'meter': 1.0}
maxrange, {'meter': 1.0}
acx, {'meter': 1.0}
x_, {'second': -1.0, 'meter': 1.0}
imuShiftXCur, {'second': 1.0}
dt, {'second': 1.0}
y_vel, {'second': -1.0, 'meter': 1.0}
desiredRightMotorSpeed, {'second': -1.0}
navdata_phys_measures_msg.header.stamp, {'second': 1.0}
y, {'meter': 1.0}
dt, {'second': 1.0}
speed_x, {'second': -1.0, 'meter': 1.0}
t, {'meter': 1.0}
left_f, {'second': -1.0, 'meter': 1.0}
xrs, {'meter': 1.0}
Vx, {'second': -1.0, 'meter': 1.0}
beta, {'radian': 1.0}
dt, {'second': 1.0}
out.stamp_, {'second': 1.0}
g_t_new, {'second': 1.0}
v, {'second': -1.0, 'meter': 1.0}
motionTime, {'second': 1.0}
Left_Motor_rpm, {'second': -1.0, 'meter': 1.0}
theta, {'second': 1.0}
de, {'meter': 1.0}
y4, {'meter': 1.0}
time_since_last_published_sec, {'second': 1.0}
q_wrist, {'radian': 1.0}
angle*, {'radian': 1.0}
y_end, {'meter': 1.0}
azimuth, {'radian': 1.0}
yAngle, {'radian': 1.0}
lin_vel_, {'second': -1.0, 'meter': 1.0}
time_from_lastm, {'second': 1.0}
t2, {'radian': 1.0}
dist, {'meter': 1.0}
x_start, {'meter': 1.0}
ubicacionRobot.coordenadaCuerpo_x, {'meter': 1.0}
motionDuration, {'second': 1.0}
y1, {'meter': 1.0}
ugv_orientation_y, {'quaternion': 1.0}
theta3, {'radian': 1.0}
navdata_games_msg.header.stamp, {'second': 1.0}
qy, {'quaternion': 1.0}
des_state_omega_, {'second': -1.0}
m_feedback.errorX, {'meter': 1.0}
previous_time, {'second': 1.0}
angle, {'radian': 1.0}
perr, {'meter': 1.0}
rightWheel, {'second': -1.0, 'meter': 1.0}
summedAngle3, {'second': 1.0}
v, {'radian': 1.0}
tzRec, {'meter': 1.0}
push_dir_angle, {'radian': 1.0}
delta_time, {'second': 1.0}
velIn, {'second': -1.0, 'meter': 1.0}
pitch, {'radian': 1.0}
dt, {'second': 1.0}
pIn.at, {'meter': 1.0}
qvec_new, {'second': -1.0}
msg.header.stamp, {'second': 1.0}
delta_y, {'second': 1.0}
image_msg.header.stamp, {'second': 1.0}
theta3, {'radian': 1.0}
Vx_error_diff, {'second': -1.0, 'meter': 1.0}
object_msg.closest_object_distance_right, {'meter': 1.0}
myLineAngle, {'radian': 1.0}
map_goal_y, {'meter': 1.0}
_Atan, {'radian': 1.0}
error_w, {'second': -1.0}
q_soln, {'radian': 1.0}
imu_w, {'second': -1.0}
B, {'second': -1.0}
heading, {'radian': 1.0}
dy, {'meter': 1.0}
r, {'meter': 1.0}
q.x, {'quaternion': 1.0}
z_real, {'meter': 1.0}
error_z, {'meter': 1.0}
delta_rot2_hat, {'radian': 1.0}
roll*, {'radian': 1.0}
msg.header.stamp, {'second': 1.0}
x122, {'radian': 1.0}
a, {'radian': 1.0}
roll*, {'radian': 1.0}
wx, {'meter': 1.0}
__ros_log_stream_throttle__last_hit__, {'second': 1.0}
sqr_distance2, {'meter': 2.0}
total_time, {'second': 1.0}
time_delta_sec, {'second': 1.0}
ang1, {'second': -1.0}
alpha, {'radian': 1.0}
dt_second, {'second': 1.0}
heading_diff, {'radian': 1.0}
x_act, {'meter': 1.0}
delta, {'radian': 1.0}
arctan, {'radian': 1.0}
roll*, {'radian': 1.0}
g_x_coordinate, {'meter': 1.0}
beta, {'radian': 1.0}
pub_BL.data, {'second': -1.0, 'meter': 1.0}
PHI, {'radian': 1.0}
e2, {'quaternion': 1.0}
current_pos_y, {'meter': 1.0}
panB, {'radian': 1.0}
dy, {'meter': 1.0}
cam_height, {'meter': 1.0}
obs_dist, {'meter': 1.0}
loglikelihood_for_pose_index, {'meter': 2.0}
theta, {'radian': 1.0}
pub_FL.data, {'second': -1.0, 'meter': 1.0}
Q_norm_desired_neg_diff, {'quaternion': 1.0}
dist_moved, {'meter': 1.0}
last_hit, {'second': 1.0}
last_time, {'second': 1.0}
diff, {'meter': 1.0}
z_tilde.data, {'meter': 1.0}
quat_z, {'quaternion': 1.0}
y, {'second': 1.0}
py, {'meter': 1.0}
y, {'quaternion': 1.0}
diffY, {'meter': 1.0}
imu_z, {'second': -1.0}
angle, {'radian': 1.0}
r, {'radian': 1.0}
x, {'meter': 1.0}
total_planning_time, {'second': 1.0}
D, {'second': -1.0}
pi, {'radian': 1.0}
robot_pose_px_, {'second': -1.0}
yaw, {'radian': 1.0}
diff, {'second': 1.0}
theta, {'radian': 1.0}
angle, {'radian': 1.0}
x_start, {'meter': 1.0}
gamma, {'meter': 1.0}
angle*, {'radian': 1.0}
yaw_value, {'radian': 1.0}
prm, {'meter': 1.0}
vel_x, {'second': -1.0, 'meter': 1.0}
alfa, {'radian': 1.0}
dx, {'meter': 1.0}
comm_delta_time, {'second': 1.0}
totalTime, {'second': 1.0}
prev_filtered_z_, {'meter': 1.0}
Fx_n, {'meter': 1.0}
e1, {'quaternion': 1.0}
Av, {'second': 1.0}
distMin, {'meter': 1.0}
qw, {'quaternion': 1.0}
controller_omega, {'second': -1.0}
A, {'meter': 1.0}
x1, {'meter': 1.0}
theta6, {'radian': 1.0}
myLineAngle, {'radian': 1.0}
kvec_yaw, {'radian': 1.0}
this.phi, {'radian': 1.0}
delta, {'radian': 1.0}
PHI, {'radian': 1.0}
t, {'meter': 0.5}
current_angular_velocity, {'second': -2.0, 'meter': 1.0}
ang_vel_x_, {'second': -1.0}
